"Index_Sinistre","Annee","Age_assure","Ind_fumeur","Nbre_enfants","Exp_cond","km_annuel","Ind_util_travail","Ind_util_affaires","Score_credit","Age_police","Ind_occas","Ind_vehicule_sport","Valeur_vehicule","Age_vehicule","Ind_vehicule_loue","Nbre_infract","Temps_sn_sin","Nbre_sinistres","Montant_paye","Sexe_assureF","Sexe_assureH","Sexe_assureM","Emploi_assureASS","Emploi_assureAUT","Emploi_assureETU","Emploi_assureGOU","Emploi_assureMAN","Emploi_assureMED","Emploi_assurePRO","Emploi_assureRTR","Emploi_assureSNS","Statut_maritalA","Statut_maritalD","Statut_maritalF","Statut_maritalM","RegionES","RegionGA","RegionMA","RegionML","RegionOU","RegionQC","RegionSA","Couleur_vehiculeA","Couleur_vehiculeB","Couleur_vehiculeG","Couleur_vehiculeN","Couleur_vehiculeR"
498,2004,39,0,1,22,32400,1,1,778,12,0,0,12000,6,0,0,4,1,1813,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
499,2004,59,0,0,42,16300,1,0,572,18,1,0,22000,3,1,0,5,1,2014,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
500,2004,76,0,1,53,28700,0,0,484,34,1,0,31000,2,1,1,6,1,3153,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
501,2004,31,0,2,15,15200,1,0,521,10,0,0,40000,5,0,0,6,1,3000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
502,2004,16,1,0,0,30400,1,0,632,0,0,0,23000,12,0,0,3,1,2306,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
503,2004,89,1,0,73,20300,0,0,769,43,1,1,34000,1,0,0,6,1,2859,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
504,2004,65,0,2,49,9600,0,0,576,34,1,0,17000,3,1,0,4,1,1699,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
505,2004,33,0,1,12,41200,1,1,499,6,0,0,28000,8,0,0,6,1,4389,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
506,2004,16,0,0,0,9600,1,0,747,0,1,0,36000,7,0,1,6,1,3882,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
507,2004,27,1,2,11,37200,1,0,777,9,1,0,29000,4,0,0,6,1,2774,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
508,2004,76,0,3,60,36500,0,0,686,39,1,0,25000,2,1,0,6,1,1980,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
509,2004,25,0,0,9,25200,1,0,600,6,1,0,33000,1,1,1,6,1,5234,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
510,2004,44,0,1,28,5600,1,0,717,14,1,0,23000,5,1,1,6,1,1674,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
511,2004,39,1,1,20,22200,1,0,537,9,1,0,23000,6,0,0,6,1,2565,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
512,2004,29,0,0,13,16700,0,0,661,9,1,1,62000,1,1,1,6,1,7297,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
513,2004,30,1,1,13,24200,1,1,746,8,1,0,31000,6,0,0,2,1,4101,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
514,2004,40,1,1,24,31800,1,0,791,18,0,0,26000,11,0,0,6,1,1085,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
515,2004,65,1,0,49,9600,0,0,514,36,1,0,15000,6,0,0,6,1,922,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
516,2004,37,0,0,21,5400,0,0,718,15,0,0,26000,0,1,1,6,1,2122,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
517,2004,19,1,1,0,27400,1,0,835,0,1,0,35000,9,0,0,6,1,2724,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
518,2004,33,1,1,17,33500,0,1,663,11,1,0,20000,8,0,0,1,1,2119,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
519,2004,36,0,1,20,2600,0,0,675,13,1,0,25000,2,0,0,6,1,2509,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
520,2004,21,0,0,5,32100,1,0,733,3,0,0,23000,11,0,1,2,1,1667,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
521,2004,17,0,0,1,25500,1,0,734,0,0,0,41000,8,0,1,4,1,4482,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
522,2004,46,1,2,30,30600,0,0,651,21,1,0,33000,9,0,0,6,1,2536,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
523,2004,27,0,0,2,60400,1,0,467,1,1,0,21000,4,0,0,6,1,3009,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
524,2004,82,0,1,65,29500,0,0,255,35,0,1,54000,0,1,0,6,1,4988,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
525,2004,45,1,2,29,8300,0,0,318,14,1,0,11000,3,0,0,6,1,2484,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
526,2004,17,0,1,0,12700,0,0,650,0,0,0,37000,9,0,0,6,1,4421,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
527,2004,56,1,1,38,8800,0,1,968,30,0,0,29000,3,1,0,6,1,3638,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
528,2004,26,0,0,10,11400,1,0,586,7,1,0,12000,2,1,0,6,1,2318,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
529,2004,25,0,2,9,24200,1,0,685,7,1,0,42000,0,1,0,6,1,7791,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
530,2004,21,0,0,5,11800,1,0,483,4,0,0,32000,9,0,0,6,1,4063,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
531,2004,18,0,0,1,8900,0,0,699,0,0,0,34000,12,0,0,6,1,2553,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
532,2004,23,0,0,7,9200,1,0,650,5,1,0,45000,12,0,0,6,1,3358,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
533,2004,71,0,0,54,45800,0,0,703,32,0,1,59000,3,1,0,6,1,4683,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
534,2004,37,1,1,21,39200,0,0,582,16,0,0,30000,11,0,1,6,1,1654,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
535,2004,74,0,0,58,12100,0,0,762,46,1,0,17000,0,1,0,6,1,971,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
536,2004,64,0,1,48,12200,0,0,727,24,1,1,41000,7,0,0,6,1,3222,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
537,2004,25,0,2,9,24900,1,0,642,6,0,1,68000,2,1,0,6,1,9121,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
538,2004,78,1,1,62,15700,0,0,678,55,1,0,49000,5,0,0,3,1,2709,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
539,2004,17,0,0,0,9600,0,0,654,0,0,0,42000,2,1,0,6,1,6650,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
540,2004,30,1,1,14,50200,1,0,800,12,1,0,40000,2,1,0,0,1,2289,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
541,2004,56,0,0,40,41200,0,0,632,30,0,1,47000,0,1,0,6,1,5730,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
542,2004,41,0,1,25,52400,1,0,582,21,0,0,33000,4,0,0,6,1,2085,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
543,2004,60,0,0,44,16000,0,0,520,30,1,0,10000,1,0,0,6,1,1283,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
544,2004,39,0,1,16,20400,0,0,592,11,1,0,36000,7,0,0,6,1,2992,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
545,2004,39,0,0,23,8000,0,0,660,18,1,0,30000,4,1,0,6,1,3304,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
546,2004,49,0,4,33,27200,1,1,587,26,1,0,39000,2,1,0,6,1,10673,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
547,2004,26,0,1,10,1400,0,1,548,4,1,0,18000,4,0,0,2,1,4368,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
548,2004,29,0,1,13,44800,0,0,652,8,1,0,30000,2,0,0,6,1,2329,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
549,2004,28,0,1,3,24600,1,1,615,2,1,0,15000,9,0,0,6,1,1403,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
550,2004,31,0,0,14,4300,1,0,583,6,0,0,30000,4,1,0,6,1,2939,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
551,2004,39,0,1,23,9400,1,1,706,20,0,0,24000,0,1,0,2,1,3053,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
552,2004,70,0,2,54,15300,0,0,658,45,1,0,23000,3,0,0,6,1,1204,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
553,2004,21,0,0,5,9000,1,0,502,3,0,0,25000,12,0,0,2,1,1995,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
554,2004,41,1,0,25,22900,1,0,782,13,0,0,37000,1,0,0,6,1,2629,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
555,2004,57,0,0,41,36900,1,0,585,28,1,0,25000,6,0,0,6,1,1658,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
556,2004,22,0,1,0,29900,1,0,603,0,0,0,38000,9,0,0,6,1,3698,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
557,2004,34,1,2,18,59100,1,0,560,9,1,0,33000,4,0,0,6,1,2788,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
558,2004,43,0,0,24,31500,1,0,842,20,1,0,12000,4,0,0,5,1,1179,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
559,2004,48,1,2,32,44700,1,0,526,16,1,0,31000,3,0,0,6,1,3013,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
560,2004,16,0,2,0,29300,1,0,617,0,0,0,23000,11,0,1,0,1,3568,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
561,2004,23,0,0,7,11200,1,0,565,5,0,0,12000,7,0,0,2,1,1131,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
562,2004,25,1,0,9,6800,0,0,709,6,0,0,24000,1,0,0,6,1,1947,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
563,2004,39,1,0,23,42000,0,0,601,17,1,0,17000,9,0,1,6,1,933,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
564,2004,41,0,0,25,25300,1,0,830,15,0,0,33000,2,0,0,6,1,2543,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
565,2004,16,0,1,0,12100,1,0,685,0,0,0,36000,11,0,1,6,1,3280,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
566,2004,66,1,1,49,36400,1,0,596,24,1,1,38000,2,0,0,5,1,3604,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
567,2004,22,0,0,5,13600,0,0,694,2,0,0,22000,12,0,0,5,1,1883,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
568,2004,20,1,0,4,30400,1,0,637,3,0,0,19000,10,0,0,2,1,1448,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
569,2004,25,1,1,9,27600,1,0,586,8,1,1,53000,1,0,0,6,1,9365,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
570,2004,29,0,0,13,33200,0,0,603,10,1,0,28000,8,0,0,6,1,1372,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
571,2004,40,0,2,24,18700,1,0,574,19,1,0,23000,5,0,0,6,1,1685,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
572,2004,27,0,0,11,9600,1,0,601,8,1,0,21000,3,1,1,6,1,2806,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
573,2004,25,1,2,7,30000,1,0,743,4,1,0,17000,1,1,0,2,1,1838,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
574,2004,19,0,0,0,31200,1,0,561,0,1,0,36000,7,0,0,6,1,4087,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
575,2004,43,0,0,27,28500,1,0,617,14,1,1,46000,2,1,0,1,1,6088,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
576,2004,16,1,0,0,32300,1,0,778,0,0,0,25000,3,1,0,0,1,3746,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
577,2004,42,0,0,26,31200,1,0,691,20,1,0,25000,8,0,0,6,1,1981,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
578,2004,36,0,1,15,44900,1,0,722,7,0,0,20000,3,0,1,6,1,1245,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
579,2004,82,0,0,62,27400,0,0,492,46,1,0,35000,0,1,0,6,1,3681,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
580,2004,80,1,0,60,31800,0,0,999,42,1,0,17000,2,0,0,6,1,583,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
581,2004,87,0,1,70,45900,0,0,499,42,0,0,27000,10,0,0,6,1,1342,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
582,2004,72,0,1,56,5100,0,0,697,44,1,0,18000,2,1,0,6,1,1027,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
583,2004,66,1,4,50,32100,0,0,584,35,1,1,44000,1,1,0,5,1,5686,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
584,2004,21,0,1,5,9800,1,0,443,3,1,0,27000,10,0,0,6,1,3226,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
585,2004,44,0,2,28,18400,1,0,734,15,1,0,13000,4,0,0,6,1,1364,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
586,2004,39,1,1,23,8300,1,0,765,18,1,0,22000,2,1,0,6,1,2621,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
587,2004,20,0,0,4,31500,1,0,617,3,0,0,24000,5,1,0,6,1,2256,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
588,2004,38,1,0,22,35100,1,0,374,17,0,0,40000,2,0,0,6,1,6338,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
589,2004,53,1,1,37,20500,0,0,611,33,0,1,46000,2,0,0,6,1,4803,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
590,2004,26,0,1,10,9500,1,1,600,5,1,0,35000,5,1,0,5,1,8756,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
591,2004,38,0,1,20,15300,0,0,718,17,1,0,16000,3,0,0,6,1,1575,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
592,2004,71,0,0,55,23900,0,0,336,35,1,0,24000,11,0,1,0,1,2253,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
593,2004,37,1,0,21,19000,0,0,658,14,0,0,10000,9,0,0,6,1,1371,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
594,2004,32,1,1,16,59700,0,0,698,13,1,0,29000,2,0,0,6,1,2309,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
595,2004,46,0,1,30,4500,1,0,728,19,0,1,63000,0,1,0,6,1,7321,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
596,2004,59,1,0,39,51600,0,1,761,23,0,1,45000,1,1,0,6,1,11137,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
597,2004,26,0,1,10,40000,0,1,397,6,1,0,14000,8,0,0,5,1,2719,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
598,2004,20,0,0,4,28500,0,0,639,2,1,1,56000,1,0,0,6,1,5516,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
599,2004,78,0,1,57,33700,0,0,784,39,1,0,32000,11,0,0,6,1,1596,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
600,2004,58,1,0,42,5600,0,0,764,29,0,1,42000,0,1,1,6,1,2945,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
601,2004,19,0,0,3,30300,1,0,803,1,1,0,34000,12,0,1,1,1,2897,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
602,2004,61,0,2,45,25900,0,0,659,18,0,1,45000,1,0,0,6,1,5398,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
603,2004,73,0,0,51,10400,0,0,718,35,1,0,23000,4,1,0,6,1,1566,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
604,2004,34,1,2,18,24000,1,0,764,14,0,0,34000,12,0,0,0,1,2356,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
605,2004,84,1,0,68,29100,0,0,914,27,0,1,42000,1,0,0,6,1,1722,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
606,2004,34,0,0,18,29100,0,1,758,12,1,0,15000,5,0,1,6,1,1576,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
607,2004,19,1,0,3,11200,1,0,528,2,1,0,38000,12,0,0,4,1,4874,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
608,2004,66,1,3,50,7000,0,0,936,40,0,0,12000,2,1,0,6,1,794,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
609,2004,44,1,2,28,31200,1,0,676,12,1,0,41000,12,0,0,6,1,3627,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
610,2004,39,0,3,23,24100,0,0,724,12,0,0,21000,5,0,0,5,1,1188,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
611,2004,21,0,0,0,27700,0,0,681,0,0,0,24000,11,0,0,6,1,2237,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
612,2004,19,0,1,3,11300,1,0,671,1,1,0,43000,8,0,0,6,1,4300,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
613,2004,53,1,0,37,44800,0,0,630,31,0,1,51000,0,1,1,6,1,5489,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
614,2004,43,1,1,27,17400,1,0,601,17,1,0,29000,5,0,0,6,1,2621,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
615,2004,28,0,1,7,38100,1,0,576,4,0,0,30000,1,0,0,6,1,2316,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
616,2004,64,1,1,46,45500,1,0,591,29,1,0,10000,1,0,0,6,1,1226,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
617,2004,19,0,0,3,24000,0,0,788,2,0,0,20000,12,0,0,6,1,1306,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
618,2004,46,0,1,30,31800,0,0,605,19,0,0,36000,3,0,0,1,1,2527,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
619,2004,35,0,1,15,28600,1,0,785,6,1,0,14000,2,0,0,5,1,908,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
620,2004,40,0,1,24,37700,0,0,715,12,1,0,15000,12,0,0,6,1,1012,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
621,2004,80,1,1,64,19200,0,0,705,22,1,0,24000,1,0,0,6,1,1524,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
622,2004,22,0,0,6,11200,1,0,610,4,1,1,57000,2,1,1,6,1,11660,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
623,2004,61,0,1,45,42700,0,0,621,38,0,0,34000,6,0,0,2,1,1189,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
624,2004,29,0,0,13,9800,1,0,522,7,1,0,15000,11,0,0,6,1,1679,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
625,2004,26,0,1,10,33600,0,0,596,5,1,1,40000,6,0,0,6,1,4502,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
626,2004,48,0,1,31,56900,1,0,730,13,1,0,12000,3,0,0,4,1,839,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
627,2004,26,0,0,10,14000,1,0,579,5,0,0,24000,3,1,0,6,1,4094,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
628,2004,45,0,0,29,57400,1,0,527,21,1,0,19000,2,0,0,6,1,1583,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
629,2004,82,1,1,66,29400,0,0,658,52,1,0,45000,6,0,0,6,1,2175,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
630,2004,22,0,0,6,25400,0,0,557,4,1,0,39000,10,0,0,6,1,5028,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
631,2004,37,1,0,21,30700,1,0,633,14,1,0,28000,1,0,0,6,1,2956,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
632,2004,38,0,0,22,17800,1,0,637,13,1,0,25000,3,0,0,6,1,2754,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
